Year,Market Name,Borough,Street Address,Community District,Latitude,Longitude,Days of Operation,Hours of Operations,Season Dates,Accepts EBT,Open Year-Round,Stellar Cooking Demonstrations
2013,Harvest Home Harlem Hospital Farmers' Market,Manhattan,137th St & Lenox Ave,,,,,,,,,
2013,Harvest Home Jacobi Hospital Farmers' Market,Bronx,1400 Pelham Pkwy at Eastchester Rd,,,,,,,,,
2013,Harvest Home Jerome Avenue Market,Bronx,Plaza Dr bet 170th St & Elliot Pl,,,,,,,,,
2013,Harvest Home Lutheran Farmers' Market,Brooklyn,55th St & Lutheran Way,,,,,,,,,
2013,Harvest Home Metropolitan Market,Manhattan,99th St & 3rd Ave,,,,,,,,,
2013,Harvest Home Mt. Eden Farmers' Market,Bronx,"Mt. Eden & Morris Aves, at Claremont Park",,,,,,,,,
2013,Harvest Home North Central Bronx Farmers' Market,Bronx,Mosholu Pkwy & Jerome Ave,,,,,,,,,
2013,Harvest Home West Harlem Farmers' Market,Manhattan,137th St & Broadway,,,,,,,,,
2013,Hattie Carthan After Church Farmers' Market,Brooklyn,49 Van Buren St bet Tompkins & Throop Aves,,,,,,,,,
2013,Hattie Carthan Community Farmers' Market,Brooklyn,Marcy Ave & Clifton Pl,,,,,,,,,
2013,Herban Farmers' Market (Mt. Morris),Manhattan,124th St bet 5th & Madison Aves,,,,,,,,,
2013,High School for Public Service Youth Farmers' Market,Brooklyn,600 Kingston Ave bet Rutland Rd & Winthrop St,,,,,,,,,
2013,Hunts Point's Down to Earth Farmers' Market,Bronx,Southern & Bruckner Blvds at E 163rd St,,,,,,,,,
2013,Inwood Park Greenmarket,Manhattan,Isham St bet Seaman Ave & Cooper St,,,,,,,,,
2013,Isabahlia Farmers' Market,Brooklyn,Livonia Ave bet Powell & Junius Sts,,,,,,,,,
2013,Jackson Heights Greenmarket,Queens,34th Ave bet 77th & 78th Sts,,,,,,,,,
2013,Jamaica's Down to Earth Farmers' Market,Queens,160th St off Jamaica Ave,,,,,,,,,
2013,Joseph Addabbo Family Health Center's Farmers' Market,Queens,"6200 Beach Channel Dr, inside parking lot",,,,,,,,,
2013,Kensington Youthmarket,Brooklyn,Ft. Hamilton Pkwy bet E 4th & E 5th Sts,,,,,,,,,
2013,Kingsbridge Heights Youth Market,Bronx,3101 Kingsbridge Terrace,,,,,,,,,
2013,La Familia Verde Farmers' Market,Bronx,E Tremont & LaFontaine Aves,,,,,,,,,
2013,La Finca del Sur/South Bronx Farmers' Market,Bronx,Grand Concourse & 149th St,,,,,,,,,
2013,La Marqueta Farmers' Market,Manhattan,E 115th St & Park Ave,,,,,,,,,
2013,"Learn It, Grow It, Eat It Youthmarket",Bronx,"169th St & Boston Rd, at McKinley Park",,,,,,,,,
2013,Lincoln Hospital Greenmarket,Bronx,149th St bet Park & Morris Aves,,,,,,,,,
2013,Long Island City Youthmarket,Queens,Vernon Blvd bet 47th & 48th Aves,,,,,,,,,
2013,Lower East Side Youthmarket,Manhattan,Grand Ave bet Pitt St & Abraham Pl,,,,,,,,,
2013,Malcolm X Blvd Farmers' Market,Brooklyn,Malcolm X Blvd bet Marion & Chauncey Sts,,,,,,,,,
2013,Marble Hill Youthmarket,Bronx,225th St bet Broadway & Exterior St,,,,,,,,,
2013,McGolrick Park's Down to Earth Farmers' Market,Brooklyn,Russel St & Nassau Ave,,,,,,,,,
2013,Montefiore Youthmarket,Bronx,"232nd St & Carpenter Ave, at Montefiore Hospital",,,,,,,,,
2013,Morningside Park's Down to Earth Farmers' Market,Manhattan,W 110th St & Manhattan Ave,,,,,,,,,
2013,Mott Haven Farmers' Market,Bronx,"139th St & St. Ann's Ave, at Padre Plaza Success Garden",,,,,,,,,
2013,Mt. Sinai Hospital Greenmarket,Manhattan,99th St bet Madison & Park Aves,,,,,,,,,
2013,Myrtle Avenue Farm Stand,Brooklyn,Myrtle & N Portland Aves,,,,,,,,,
2013,New York Botanical Gardens Greenmarket,Bronx,"Kazimiroff Blvd bet Bedford Park & Mosholu, inside gate",,,,,,,,,
2013,NY/NJ Port Authority Greenmarket,Manhattan,"8th Ave & W 42nd St, inside bus terminal",,,,,,,,,
2013,Park Slope's Down to Earth Farmers' Market,Brooklyn,5th Ave & 4th St,,,,,,,,,
2013,Parkchester Greenmarket,Bronx,Westchester Ave & White Plains Rd,,,,,,,,,
2013,Poe Park Greenmarket,Bronx,192nd St bet Grand Concourse & Valentine Ave,,,,,,,,,
2013,Pomonok Farmers' Market,Queens,"67-09 Kissena Blvd, at QCH Pomonok Center",,,,,,,,,
2013,Project EATS Brownsville Farmers' Market,Brooklyn,"Amboy St & Blake Ave, at Amboy Street Garden",,,,,,,,,
2013,Project EATS Frederick Douglas Houses Farmers' Market,Manhattan,830 Amsterdam Ave,,,,,,,,,
2013,PS 11 Farm Market,Manhattan,21st St bet 8th & 9th Aves,,,,,,,,,
2013,Queens Botanical Garden's Down to Earth Farmers' Market,Queens,Dahlia Ave at Main St,,,,,,,,,
2013,Queens Hospital Center Farmers' Market,Queens,"82-68 164th St, in front of Ambulatory Care Pavilion",,,,,,,,,
2013,Restoration Plaza Community Farmers' Market,Brooklyn,"Restoration Plaza, 1368 Fulton St",,,,,,,,,
2013,Ridgewood Youthmarket,Queens,Cypress Ave bet Myrtle & Putnam Aves,,,,,,,,,
2013,Riverdale Y Sunday Farmers' Market,Bronx,Independence Ave at W 237th St,,,,,,,,,
2013,Riverdale Youthmarket,Bronx,256th St & Mosholu Ave,,,,,,,,,
2013,Roberto Clemente Plaza Youthmarket,Bronx,3rd Ave bet 148th & 149th Sts,,,,,,,,,
2013,Rockaway Beach Youthmarket,Queens,Beach 94th St & Shore Front Pkwy,,,,,,,,,
2013,Rockefeller Center Greenmarket,Manhattan,Rockefeller Plaza at 50th St,,,,,,,,,
2013,Seeds in the Middle Farmer Roy's Farmers' Market at Brower Park,Brooklyn,"Brooklyn Ave & Prospect Pl, in Brower Park",,,,,,,,,
2013,Snug Harbor Heritage Farm Farmers' Market,Staten Island,"914 Richmond Terrace, entrance on Snug Harbor Rd",,,,,,,,,
2013,Socrates Sculpture Park Greenmarket,Queens,Vernon Blvd & Broadway,,,,,,,,,
2013,SoHA Square Farmers' Market,Manhattan,2171 Frederick Douglass Blvd at W 117th St,,,,,,,,,
2013,South Village Farmers' Market,Manhattan,6th Ave at Carmine St,,,,,,,,,
2013,St. George Greenmarket,Staten Island,"St. Marks Pl at Hyatt St, inside Borough Hall parking lot",,,,,,,,,
2013,St. Mark's Church Greenmarket,Manhattan,E 10th St & 2nd Ave,,,,,,,,,
2013,Staten Island Ferry/Whitehall Greenmarket,Manhattan,"4 South St, inside Ferry Terminal Bldg",,,,,,,,,
2013,Staten Island Mall Greenmarket,Staten Island,"Richmond Ave entrance, inside parking lot",,,,,,,,,
2013,Stuyvesant Town Greenmarket,Manhattan,14th St Loop & Ave A,,,,,,,,,
2013,Sunnyside Gardens Greenmarket,Queens,Skillman Ave bet 42nd & 43rd Sts,,,,,,,,,
2013,Sunset Park Greenmarket,Brooklyn,4th Ave bet 59th & 60th Sts,,,,,,,,,
2013,Taqwa Community Farmers' Market,Bronx,Ogden Ave & 164th St,,,,,,,,,
2013,The Heights Community Farmers' Market,Bronx,University Ave & W 181st St,,,,,,,,,
2013,Tompkins Square Greenmarket,Manhattan,E 7th St & Ave A,,,,,,,,,
2013,Tribeca Greenmarket,Manhattan,Greenwich & Chambers Sts,,,,,,,,,
2013,Tucker Square Greenmarket,Manhattan,W 66th St & Columbus Ave,,,,,,,,,
2013,Union Square Greenmarket,Manhattan,Broadway & E 17th St,,,,,,,,,
2013,Urban Oasis Farmers' Market,Brooklyn,Clarkson & Troy Aves,,,,,,,,,
2013,Walt L Shamel Farmers' Market,Brooklyn,"Dean St bet Franklin & Bedford Aves, at Walt L Shamel Garden",,,,,,,,,
2013,Washington Heights 175th Street Greenmarket,Manhattan,175th St bet Broadway & Wadsworth Ave,,,,,,,,,
2013,Weeksville Farmers' Market,Brooklyn,Bergen St bet Buffalo & Rochester Aves,,,,,,,,,
2013,Williamsburg Greenmarket,Brooklyn,Havemeyer St bet Broadway & Division Ave,,,,,,,,,
2013,Windsor Terrace - PS 154 Greenmarket,Brooklyn,11th Ave bet Sherman St & Windsor Pl,,,,,,,,,
2012,125th Street Fresh Connect Farmers' Market,Manhattan,"State Office Building, W 125th St & Adam Clayton Powell Blvd",,,,,,,,,
2012,57th Street Greenmarket,Manhattan,W 57th St & 9th Ave,,,,,,,,,
2012,79th Street Greenmarket,Manhattan,Columbus Ave bet W 78th & 81st Sts,,,,,,,,,
2012,82nd Street Greenmarket,Manhattan,82nd St bet 1st and York Aves,,,,,,,,,
2012,92nd Street Greenmarket,Manhattan,1st Ave bet 92nd & 93rd Sts,,,,,,,,,
2012,97th Street Greenmarket,Manhattan,W 97th St bet Columbus & Amsterdam Aves,,,,,,,,,
2012,Abingdon Square Greenmarket,Manhattan,W 12th St & 8th Ave,,,,,,,,,
2012,Astoria Greenmarket,Queens,31st Ave at 14th St,,,,,,,,,
2012,Atlas Park Greenmarket,Queens,Cooper Ave & 80th St,,,,,,,,,
2012,Bartel-Pritchard Square Greenmarket,Brooklyn,Prospect Park W at 15th St,,,,,,,,,
2012,Bay Ridge Greenmarket,Brooklyn,3rd Ave & 95th St,,,,,,,,,
2012,Bensonhurst Greenmarket,Brooklyn,18th Ave bet 81st & 82nd Sts,,,,,,,,,
2012,BFM II Satellite at Irving Square Park,Brooklyn,Wilson Ave & Halsey St,,,,,,,,,
2012,BFM III Satellite at Bushwick Campus,Brooklyn,Irving & Putnam Aves,,,,,,,,,
2012,Bissel Gardens Farmers' Market,Bronx,Baychester Ave & E 241st St,,,,,,,,,
2012,Boro Park Greenmarket,Brooklyn,14th Ave bet 49th & 50th Sts,,,,,,,,,
2012,Bowling Green Greenmarket,Manhattan,Broadway & Battery Pl,,,,,,,,,
2012,Bronx Borough Hall Greenmarket,Bronx,Grand Concourse bet 161st & 162nd Sts,,,,,,,,,
2012,Brooklyn Borough Hall Greenmarket,Brooklyn,Court & Montague Sts,,,,,,,,,
2012,Brownsville Community Farmers' Market,Brooklyn,514 Rockaway Ave at Sutter Ave,,,,,,,,,
2012,Brownsville Pitkin Avenue Youthmarket,Brooklyn,Thomas Boyland St bet Pitkin & Sutter Aves,,,,,,,,,
2012,Brownsville Recreational Center Youthmarket,Brooklyn,"Linden Blvd bet Stone & Hegeman Aves, on access road by ball field fence",,,,,,,,,
2012,Brownsville Rockaway Youthmarket,Brooklyn,Rockaway & Livonia Aves,,,,,,,,,
2012,Bushwick Farmers' Market I,Brooklyn,Linden St & Broadway,,,,,,,,,
2012,Bushwick Farmers' Market II at Maria Hernandez Park,Brooklyn,Knickerbocker Ave & Starr St,,,,,,,,,
2012,Bushwick Farmers' Market III,Brooklyn,Halsey St & Broadway,,,,,,,,,
2012,Carroll Gardens Greenmarket,Brooklyn,Carroll St bet Court & Smith Sts,,,,,,,,,
2012,City Hall Greenmarket,Manhattan,Broadway & Chambers St,,,,,,,,,
2012,Columbia University Greenmarket,Manhattan,Broadway bet 114th & 116th Sts,,,,,,,,,
2012,Coney Island Farmers' Market,Brooklyn,"Surf Ave & W 16th St, at MCU Park",,,,,,,,,
2012,Cooper Park Farmers' Market,Brooklyn,"Maspeth Ave & Olive St, at Cooper Park",,,,,,,,,
2012,Corona Greenmarket,Queens,Roosevelt Ave & 103rd St,,,,,,,,,
2012,Cortelyou Greenmarket,Brooklyn,Cortelyou Rd bet Argyle & Rugby Rds,,,,,,,,,
2012,Crotona Park Greenmarket,Bronx,"Crotona Park South & Clinton Ave, in Crotona Park",,,,,,,,,
2012,Crown Heights Farmers' Market (Seeds in the Middle),Brooklyn,"Albany & Lefferts Aves, at Hamilton Metz Park",,,,,,,,,
2012,Culinary Kids Garden Farmers' Market I,Queens,Seagirt Blvd & Beach 31st St,,,,,,,,,
2012,Culinary Kids Garden Farmers' Market II,Queens,Central Ave at Beach 20th St,,,,,,,,,
2012,Cypress Hills Youthmarket,Brooklyn,Fulton St bet Richmond & Logan Sts,,,,,,,,,
2012,Dag Hammarskjold Plaza Greenmarket,Manhattan,47th St & 2nd Ave,,,,,,,,,
2012,Douglaston Greenmarket,Queens,"235th St & 41st Ave, at the LIRR Station",,,,,,,,,
2012,Downton PATH Greenmarket,Manhattan,W Broadway bet Barclay St & Park Pl,,,,,,,,,
2012,East New York Farm Stand,Brooklyn,New Lots Ave bet Alabama & Georgia Aves,,,,,,,,,
2012,East New York Farmers' Market,Brooklyn,Schenck Ave bet New Lots & Livonia Aves,,,,,,,,,
2012,Elmhurst Hospital Greenmarket,Queens,41st Ave bet 80th & 81st Sts,,,,,,,,,
2012,Flatbush Caton Merchants Mart Farmers' Market,Brooklyn,794-814 Flatbush Ave at Caton Ave,,,,,,,,,
2012,Forest Hills Greenmarket,Queens,Queens Blvd & 70th Ave,,,,,,,,,
2012,Fort Greene Park Greenmarket,Brooklyn,Washington Park bet DeKalb & Willoughby Aves,,,,,,,,,
2012,Fort Washington Greenmarket,Manhattan,168th St & Ft. Washington Ave,,,,,,,,,
2012,Graham Avenue Farmers' Market,Brooklyn,Cook St at Graham Ave,,,,,,,,,
2012,Grand Army Plaza Greenmarket,Brooklyn,Prospect Park W & Flatbush Ave,,,,,,,,,
2012,Grass Roots Farmers' Market,Manhattan,"W 145th St bet Edgecomb & Bradhurst Aves, at Jackie Robinson Park",,,,,,,,,
2012,Greenpoint/ McCarren Park Greenmarket,Brooklyn,Union Ave bet Driggs Ave & N 12th St,,,,,,,,,
2012,Harvest Home Coney Island Hospital Farmers Market,Brooklyn,Ocean Pkwy bet Ave Z & Shore Pkwy,,,,,,,,,
2012,Harvest Home Co-op City Farmers' Market,Bronx,140 Bellamy Loop,,,,,,,,,
2012,Harvest Home East Harlem Farmers' Market,Manhattan,104th St & 3rd Ave,,,,,,,,,
2012,Harvest Home Echo Park Market,Bronx,Ryer & Burnside Aves,,,,,,,,,
2012,Harvest Home Forest Avenue Farmers' Market,Bronx,Forest Ave bet Westchester Ave & 156th St,,,,,,,,,
2012,Harvest Home Jacobi Hospital Farmers' Market,Bronx,1400 Pelham Pkwy at Eastchester Rd,,,,,,,,,
2012,Harvest Home Jerome Avenue Market,Bronx,Plaza Dr bet 170th St & Elliot Pl,,,,,,,,,
2012,Harvest Home Lutheran Hospital Farmers Market,Brooklyn,"55th St off 2nd Ave, inside gate",,,,,,,,,
2012,Harvest Home Metropolitan Market,Manhattan,99th St & 3rd Ave,,,,,,,,,
2012,Harvest Home Mt. Eden Farmers' Market,Bronx,"Mt. Eden & Morris Aves, at Claremont Park",,,,,,,,,
2012,Harvest Home Mt. Morris Park Market,Manhattan,"Lenox Ave bet 120th & 121st Sts, Marcus Garvey Park",,,,,,,,,
2012,Harvest Home Murray Hill Farmers' Market,Manhattan,1st Ave bet 26th & 27th Sts,,,,,,,,,
2012,Harvest Home North Central Bronx Farmers' Market,Bronx,Mosholu Pkwy & Jerome Ave,,,,,,,,,
2012,Harvest Home Roy Wilkins Park Farmers Market,Queens,Merrick Blvd bet 221st & 222nd Sts,,,,,,,,,
2012,Harvest Home Sunday Farmers' Market,Bronx,"Bronx Museum, Grand Concourse & 165th St",,,,,,,,,
2012,Harvest Home Throgs Neck Market,Bronx,Schley Ave bet E 177th St & Balcom Ave,,,,,,,,,
2012,Harvest Home West Harlem Farmers' Market,Manhattan,137th St & Broadway,,,,,,,,,
2012,Hattie Carthan After Church Farmers' Market,Brooklyn,49 Van Buren St bet Tompkins & Throop Aves,,,,,,,,,
2012,Hattie Carthan Community Farmers' Market,Brooklyn,Marcy Ave & Clifton Pl,,,,,,,,,
2012,High School for Public Service Youth Farmers' Market,Brooklyn,600 Kingston Ave bet Rutland Rd & Winthrop St,,,,,,,,,
2012,Hunts Point Farmers' Market,Bronx,Southern & Bruckner Blvds at E 163rd St,,,,,,,,,
2012,Inwood Church Farmers' Market,Manhattan,Dyckman St bet Post & Sherman Aves,,,,,,,,,
2012,Inwood Go Green Farmers' Market,Bronx,"242nd St & Broadway, at Van Cortlandt Park",,,,,,,,,
2012,Inwood Park Greenmarket,Manhattan,Isham St bet Seaman Ave & Cooper St,,,,,,,,,
2012,Isabahlia Farmers' Market,Brooklyn,Livonia Ave bet Powell & Junius Sts,,,,,,,,,
2012,Jackson Heights Greenmarket,Queens,34th Ave bet 77th & 78th Sts,,,,,,,,,
2012,Jamaica Farmers Market,Queens,"90-40 160th St, off Jamaica Ave",,,,,,,,,
2012,Joseph Addabbo Family Health Center's Farmers' Market,Queens,"6200 Beach Channel Dr, inside parking lot",,,,,,,,,
2012,Kensington Youthmarket,Brooklyn,Ft. Hamilton Pkwy bet E 4th & E 5th Sts,,,,,,,,,
2012,La Familia Verde Farmers' Market,Bronx,E Tremont & LaFontaine Aves,,,,,,,,,
2012,La Finca del Sur/South Bronx Farmers' Market,Bronx,Grand Concourse & 138th St,,,,,,,,,
2012,La Marqueta Farmers' Market,Manhattan,E 115th St & Park Ave,,,,,,,,,
2012,"Learn It, Grow It, Eat It Youthmarket",Bronx,169th St & Boston Rd,,,,,,,,,
2012,Lincoln Hospital Greenmarket,Bronx,149th St bet Park & Morris Aves,,,,,,,,,
2012,Little Green Market,Bronx,E 160th St & Elton Ave,,,,,,,,,
2012,Lower East Side Youthmarket,Manhattan,Grand Ave bet Pitt St & Abraham Pl,,,,,,,,,
2012,Malcolm X Blvd Farmers' Market,Brooklyn,Malcolm X Blvd bet Marion & Chauncey Sts,,,,,,,,,
2012,Marble Hill Youthmarket,Bronx,225th St bet Broadway & Exterior St,,,,,,,,,
2012,McGolrick Park Farmers' Market,Brooklyn,Russel St & Nassau Ave,,,,,,,,,
2012,Morningside Park Farmers' Market,Manhattan,W 110th St & Manhattan Ave,,,,,,,,,
2012,Mott Haven Farmers' Market,Bronx,"139th St & St. Ann's Ave, at Padre Plaza Success Garden",,,,,,,,,
2012,Mt. Sinai Hospital Greenmarket,Manhattan,99th St bet Madison & Park Aves,,,,,,,,,
2012,Myrtle Avenue Community-Run Farm Stand,Brooklyn,Myrtle & N Portland Aves,,,,,,,,,
2012,New Amsterdam Farmers' Market,Manhattan,"Marginal St, bet columns 29 & 31 of the FDR Drive",,,,,,,,,
2012,New York Botanical Gardens Greenmarket,Bronx,"Kazimiroff Blvd bet Bedford Park & Mosholu, inside Gate",,,,,,,,,
2012,NY/NJ Port Authority Greenmarket,Manhattan,"8th Ave & W 42nd St, inside bus terminal",,,,,,,,,
2012,Park Slope Farmers' Market,Brooklyn,"5th Ave & 4th St, in front of PS 51",,,,,,,,,
2012,Parkchester Greenmarket,Bronx,Westchester Ave & White Plains Rd,,,,,,,,,
2012,Poe Park Greenmarket,Bronx,192nd St bet Grand Concourse & Valentine Ave,,,,,,,,,
2012,Pomonok Farmers' Market,Queens,"67-09 Kissena Blvd, at QCH Pomonok Center",,,,,,,,,
2012,Project Eats Amboy Street Garden Community Farmers Market,Brooklyn,Amboy St & Blake Ave,,,,,,,,,
2012,Project Eats Community Market,Brooklyn,"400 Pennsylvania Ave bet Blake & Dumont Aves, at Thomas Jefferson High School",,,,,,,,,
2012,PS 11 Farm Market,Manhattan,21st St bet 8th and 9th Aves,,,,,,,,,
2012,Queens Botanical Garden Farmers' Market,Queens,Dahlia Ave off Main St,,,,,,,,,
2012,Queens Hospital Center Farmers Market,Queens,"82-68 164th St, in front of Ambulatory Care Pavilion",,,,,,,,,
2012,Red Hook Farmers' Market,Brooklyn,"Columbia & Beard Sts, across from IKEA",,,,,,,,,
2012,Ridgewood Youthmarket,Queens,Cypress Ave bet Myrtle & Putnam Aves,,,,,,,,,
2012,Riverdale Y Sunday Farmers' Market,Bronx,Independence Ave at W 237th St,,,,,,,,,
2012,Riverdale Youthmarket,Bronx,256th St & Mosholu Ave,,,,,,,,,
2012,Roberto Clemente Plaza Youthmarket,Bronx,149th St & 3rd Ave,,,,,,,,,
2012,Rockefeller Center Greenmarket,Manhattan,Rockefeller Plaza at 50th St,,,,,,,,,
2012,Socrates Sculpture Park Greenmarket,Queens,Vernon Blvd & Broadway,,,,,,,,,
2012,South Village Farmers' Market,Manhattan,6th Ave at Carmine St,,,,,,,,,
2012,St. George Greenmarket,Staten Island,"St. Marks Pl at Hyatt St, inside Borough Hall parking lot",,,,,,,,,
2012,St. Mark's Church Greenmarket,Manhattan,E 10th St & 2nd Ave,,,,,,,,,
2012,Staten Island Ferry/Whitehall Greenmarket,Manhattan,"4 South St, inside Ferry Terminal Bldg",,,,,,,,,
2012,Staten Island Mall Greenmarket,Staten Island,"Richmond Ave entrance, inside parking lot",,,,,,,,,
2012,Stuyvesant Town Greenmarket,Manhattan,14th St loop & Ave A,,,,,,,,,
2012,Sunnyside Gardens Greenmarket,Queens,Skillman Ave bet 42nd & 43rd Sts,,,,,,,,,
2012,Sunset Park Greenmarket,Brooklyn,4th Ave bet 59th & 60th Sts,,,,,,,,,
2012,Taqwa Community Farmers' Market,Bronx,Ogden Ave & 164th St,,,,,,,,,
2012,The Heights Community Farmers' Market,Bronx,University Ave & W 181st St,,,,,,,,,
2012,Tompkins Square Greenmarket,Manhattan,E 7th St & Ave A,,,,,,,,,
2012,Tribeca Greenmarket,Manhattan,Greenwich & Chambers Sts,,,,,,,,,
2012,Tucker Square Greenmarket,Manhattan,W 66th St & Columbus Ave,,,,,,,,,
2012,Union Square Greenmarket,Manhattan,Broadway & E 17th St,,,,,,,,,
2012,Urban Oasis Farmers' Market,Brooklyn,Clarkson & Troy Aves,,,,,,,,,
2012,Walt L Shamel Farmers' Market,Brooklyn,"Dean St bet Franklin & Bedford Aves, at Walt L Shamel Garden",,,,,,,,,
2012,Washington Heights 175th Street Greenmarket,Manhattan,175th St bet Broadway & Wadsworth Ave,,,,,,,,,
2012,Weeksville Farmers' Market,Brooklyn,Bergen St bet Buffalo & Rochester Aves,,,,,,,,,
2012,Wholesale Greenmarket,Bronx,"New Fulton Fish Market at Hunts Point, 800 Food Center Dr",,,,,,,,,
2012,Williamsburg Greenmarket,Brooklyn,Havemeyer St bet Broadway & Division Ave,,,,,,,,,
2012,Windsor Terrace - PS 154 Greenmarket,Brooklyn,11th Ave bet Sherman St & Windsor Pl,,,,,,,,,
2011,*Staten Island Mall Greenmarket,Staten Island,"Theater Parking Lot, St. Mark's & Hyatt Sts.",,,,,,,,,
2011,92 St. Greenmarket,Brooklyn,Prospect Park West & 15th St. (inside park),,,,,,,,,
2011,97th Street Greenmarket,Manhattan,First Ave. bet. E. 92nd & E. 93rd Sts.,,,,,,,,,
2011,Abingdon Square Greenmarket,Manhattan,"W. 97th St., btw Amsterdam & Columbus Aves.",,,,,,,,,
2011,Astoria Greenmarket,Manhattan,"Cedar St., bet. Church St. & Broadway",,,,,,,,,
2011,Bay Ridge Greenmarket,Bronx,New Fulton Fish Market at Hunts Point 800 Food Center Drive,,,,,,,,,
2011,Bissel Gardens Farmers Market,Bronx,Baychester Ave. & E. 241 St.,,,,,,,,,
2011,BK Farmyards,Brooklyn,"Walgreen's parking lot, Third Ave., off 95th St.",,,,,,,,,
2011,Boro Park Greenmarket,Brooklyn,"600 Kingston Ave., btw Rutland & Winthrop Rds.",,,,,,,,,
2011,Borough Hall Greenmarket,Brooklyn,14th Ave. btw 49th & 50th Sts.,,,,,,,,,
2011,Bowling Green Greenmarket,Manhattan,Hudson St. & 8th Ave. btw W 12th & Bethune Sts.,,,,,,,,,
2011,Bronx Borough Hall Greenmarket,Bronx,Grand Concourse bet. 161st and 162nd Sts. At Joyce Kilmer Park,,,,,,,,,
2011,Brownsville Community Farmers Market,Brooklyn,"Supreme Court Plaza, Court & Montague Sts.",,,,,,,,,
2011,Brownsville Youthmarket,Brooklyn,"BMS Family Health Center lot, 592 Rockaway Ave.",,,,,,,,,
2011,Bushwick Farmers Market,Brooklyn,Rockaway & Livonia Aves.,,,,,,,,,
2011,Bushwick/Maria Hernandez Park Farmers Market,Brooklyn,Linden St. bet. Broadway and Bushwick Ave.,,,,,,,,,
2011,Carroll Gardens Greenmarket,Brooklyn,Knickerbocker & Willoughby Aves.,,,,,,,,,
2011,City Hall Greenmarket,Manhattan,"Customs House Plaza, Broadway at Battery Place",,,,,,,,,
2011,Columbia University Greenmarket,Manhattan,Broadway. btw Chambers & Warren Sts.,,,,,,,,,
2011,Coney Island Farmers Market,Brooklyn,"Carroll St., btw Court & Smith Sts.",,,,,,,,,
2011,Corona Greenmarket,Queens,"Side of Dept. of Health Bldg., 1226 31st Ave. at 14th St.",,,,,,,,,
2011,Cortelyou Greenmarket,Brooklyn,"KeySpan Park, Surf Ave. & W. 16th St.",,,,,,,,,
2011,Culinary Kids Garden Farmers Market I,Queens,"Roosevelt Ave., btw 103rd & 104th Sts.",,,,,,,,,
2011,Culinary Kids Garden Farmers Market II,Queens,"Seagirt Blvd. and Beach 31st St., Far Rockaway",,,,,,,,,
2011,Cypress Hills Youthmarket,Brooklyn,Cortelyou Rd. bet. Argyle and Rugby Rds.,,,,,,,,,
2011,Dag Hammarskjold Plaza Greenmarket,Manhattan,Broadway bet. W. 114th & W. 115th Sts.,,,,,,,,,
2011,Douglaston Greenmarket,Queens,"St. John's Episcopal Hospital Lawn, Beach 20th St.",,,,,,,,,
2011,E. 82 St./St. Stephens Greenmarket,Manhattan,E. 47th St. & Second Ave.,,,,,,,,,
2011,East N.Y. Farms! Farmers Market,Brooklyn,Fulton St. btw Richmond & Logan Sts.,,,,,,,,,
2011,East New York Farms! Farmers Market II,Brooklyn,New Lots and Schenck Aves.,,,,,,,,,
2011,Elmhurst Hospital Greenmarket,Queens,"235th St. at 41st Ave., at the LIRR Station",,,,,,,,,
2011,Flatbush Caton Merchants Mart Farmers Market,Brooklyn,"New Lots, btw Alabama & Georgia Aves.",,,,,,,,,
2011,Flushing/Queens Botanical Garden Farmers Market,Queens,"41st Ave., bet. 80th & 81st Sts.",,,,,,,,,
2011,Fort Greene Park Greenmarket,Brooklyn,794-814 Flatbush Ave. at Caton Ave. (in courtyard),,,,,,,,,
2011,Fort Washington Greenmarket,Manhattan,"E. 82nd St., bet. First & York Aves.",,,,,,,,,
2011,Fulton Stall Market,Manhattan,Fort Washington Ave. & 168th St.,,,,,,,,,
2011,Fulton Youth of the Future Youthmarket,Manhattan,"South St., btw Fulton & Beekman Sts.",,,,,,,,,
2011,Glendale Atlas Park Greenmarket,Queens,"Garden lot, near College Pt. Ave. of Blossom Ave.",,,,,,,,,
2011,Graham Avenue Farmers Market,Brooklyn,"Washington Park, btw Dekalb Ave. & Willoughby St.",,,,,,,,,
2011,Grand Army Plaza Greenmarket,Brooklyn,Cook St. bet. Graham Ave. and P.S. 257 playground,,,,,,,,,
2011,Grass Roots Farmers Market,Manhattan,"9th Ave., bet. 16th & 17th Sts.",,,,,,,,,
2011,Greenpoint/ McCarren Park Greenmarket,Brooklyn,"Prospect Park entrance, Flatbush Ave. & Prospect Park West",,,,,,,,,
2011,Harlem Harvest Farmers' Market,Manhattan,"Jackie Robinson Park, W. 145th St. & Edgecombe Ave.",,,,,,,,,
2011,Harvest Home Bellevue Farmers Market,Manhattan,W 112th St & Madison Ave,,,,,,,,,
2011,Harvest Home Coney Island Farmers Market,Brooklyn,Bedford Ave. & Lorimer St. (inside park entrance),,,,,,,,,
2011,Harvest Home Co-op City Farmers Market,Bronx,"Parking Lot # 3, W side of Co-op City Blvd. N side of Bellamy Loop",,,,,,,,,
2011,Harvest Home East Harlem Farmers' Market,Manhattan,"27th St., btw 1st Ave. & Carmel Place",,,,,,,,,
2011,Harvest Home Echo Park Farmers Market,Bronx,Ryer St. and Burnside Ave.,,,,,,,,,
2011,Harvest Home Farmers Blvd. Farmers Market,Queens,"Atlas Park Shopping Complex, Cooper Ave. at 80th St.",,,,,,,,,
